"A1.a","A1.b","A2","A3","A5.g","A5.gg","A5.p","A6.aa","A6.c","A6.cc","A6.d","A6.e","A6.ff","A6.i","A6.j","A6.k","A6.m","A6.q","A6.r","A6.w","A6.x","A7.bb","A7.dd","A7.ff","A7.h","A7.j","A7.n","A7.o","A7.v","A7.z","A8","A9.f","A9.t","A10.f","A10.t","A11","A12.f","A12.t","A13.g","A13.p","A13.s","A14","A15","A16"
-0.664410003492615,0.664410003492615,-0.0811840762836566,-0.973380873597998,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,-0.0589256539023161,3.14160112531093,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,-0.495775732983191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,0.825247474275579,-0.110722256310584,-0.300009784892228,-0.959030380919647,0.959030380919648,-1.16643793336104,1.16643793336104,-0.282842157953692,0.910950868401605,-0.910950868401605,0.331151068390521,-0.117546634512592,-0.305162899267587,0.0805713369611833,-0.196248182118937,"+"
1.50247262153444,-1.50247262153444,2.20547235883582,-0.0499811527240373,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,2.80415255715367,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,0.214407601052657,-0.959030380919647,0.959030380919648,-1.16643793336104,1.16643793336104,0.713224576186114,0.910950868401605,-0.910950868401605,0.331151068390521,-0.117546634512592,-0.305162899267587,-0.81615634402129,-0.0966263945425001,"+"
1.50247262153444,-1.50247262153444,-0.601102726941209,-0.869860725517958,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,2.80415255715367,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,-0.228163781268641,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,0.910950868401605,-0.910950868401605,0.331151068390521,-0.117546634512592,-0.305162899267587,0.520475482348812,-0.0496618375421798,"+"
-0.664410003492615,0.664410003492615,-0.327591019723255,-0.654538817511473,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,-0.0589256539023161,3.14160112531093,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,-0.495775732983191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,0.825247474275579,-0.110722256310584,0.418450251343645,-0.959030380919647,0.959030380919648,-1.16643793336104,1.16643793336104,0.514011229358153,-1.09588074394178,1.09588074394178,0.331151068390521,-0.117546634512592,-0.305162899267587,-0.494687930084177,-0.195714493971206,"+"
-0.664410003492615,0.664410003492615,-0.956750081972363,0.191220792302457,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,-0.0589256539023161,3.14160112531093,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,-0.495775732983191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,0.825247474275579,-0.110722256310584,-0.167813138224828,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,0.910950868401605,-0.910950868401605,-3.01461662258957,-0.117546634512592,3.27134628014853,-0.381891995369401,-0.196248182118937,"+"
-0.664410003492615,0.664410003492615,0.0214854834828428,-0.145219688957674,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,4.19313465840812,-0.3559959301074,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,-0.495775732983191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,0.825247474275579,-0.110722256310584,0.0592202332257085,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,-1.09588074394178,1.09588074394178,0.331151068390521,-0.117546634512592,-0.305162899267587,0.971659221207918,-0.196248182118937,"+"
-0.664410003492615,0.664410003492615,0.111013339599231,-0.758058965591514,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,16.9411254969159,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,1.20875629120311,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,-1.09588074394178,1.09588074394178,0.331151068390521,-0.117546634512592,-0.305162899267587,-0.133740938996892,5.36922971846825,"+"
-0.664410003492615,0.664410003492615,1.85639585562972,-0.869860725517958,-1.78812088848715,-0.058772797596021,1.80529141113215,-0.297532443748949,-0.509288742905646,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,3.56595272214015,-0.238071748004856,-0.3559959301074,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,0.478800894387459,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,0.910950868401605,-0.910950868401605,0.331151068390521,-0.117546634512592,-0.305162899267587,-0.0435041912250709,-0.140388822656435,"+"
-0.664410003492615,0.664410003492615,-0.799870994649152,-0.801537427785131,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,1.96011969958643,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,-0.0370534116298986,1.0409404490409,-1.0409404490409,0.855847951105142,-0.855847951105142,-0.482055504781654,-1.09588074394178,1.09588074394178,0.331151068390521,-0.117546634512592,-0.305162899267587,-0.33677362148349,-0.196248182118937,"+"
-0.664410003492615,0.664410003492615,-0.155927515793668,-0.59346193014425,0.558282087355717,-0.058772797596021,-0.552972143950388,-0.297532443748949,1.96011969958643,-0.257736515641802,-0.22137260337666,-0.198924458252048,-0.287068849567259,-0.304371800865527,-0.102419088448405,-0.279943952018479,-0.238071748004856,-0.3559959301074,-0.0589256539023161,-0.317757365728014,-0.250013165485373,-0.314445479210451,-0.0934136459305594,-0.300965086281458,2.01354530150191,-0.0834787658466137,-0.0722317299427628,-0.0416305447121813,-1.20965762254925,-0.110722256310584,0.58656989982284,-0.959030380919647,0.959030380919648,0.855847951105142,-0.855847951105142,-0.482055504781654,0.910950868401605,-0.910950868401605,0.331151068390521,-0.117546634512592,-0.305162899267587,0.407679547634035,-0.160668972270209,"+"
